Word,Word type
retired,adjective
revolutionary,adjective
rich,adjective
right,adjective
romantic,adjective
rotten,adjective
rough,adjective
round,adjective
rural,adjective
sacred,adjective
sad,adjective
safe,adjective
satisfactory,adjective
satisfied,adjective
scientific,adjective
seasonal,adjective
secondary,adjective
secular,adjective
secure,adjective
senior,adjective
sensitive,adjective
separate,adjective
serious,adjective
sexual,adjective
shallow,adjective
sharp,adjective
short,adjective
shy,adjective
sick,adjective
similar,adjective
single,adjective
skilled,adjective
slippery,adjective
slow,adjective
small,adjective
smart,adjective
smooth,adjective
social,adjective
socialist,adjective
soft,adjective
solar,adjective
solid,adjective
sophisticated,adjective
sound,adjective
sour,adjective
spatial,adjective
specified,adjective
spontaneous,adjective
square,adjective
stable,adjective
standard,adjective
statistical,adjective
steady,adjective
steep,adjective
sticky,adjective
still,adjective
straight,adjective
strange,adjective
strategic,adjective
strict,adjective
strong,adjective
structural,adjective
stubborn,adjective
stunning,adjective
stupid,adjective
subjective,adjective
subsequent,adjective
successful,adjective
sudden,adjective
sufficient,adjective
superior,adjective
supplementary,adjective
surprised,adjective
surprising,adjective
sweet,adjective
sympathetic,adjective
systematic,adjective
talented,adjective
talkative,adjective
tall,adjective
tasty,adjective
technical,adjective
temporary,adjective
tender,adjective
tense,adjective
terminal,adjective
thick,adjective
thin,adjective
thirsty,adjective
thoughtful,adjective
tidy,adjective
tight,adjective
tired,adjective
tolerant,adjective
tough,adjective
toxic,adjective
traditional,adjective
transparent,adjective
trivial,adjective
tropical,adjective
true,adjective
typical,adjective
ugly,adjective
ultimate,adjective
unanimous,adjective
unaware,adjective
uncomfortable,adjective
uneasy,adjective
unemployed,adjective
unexpected,adjective
unfair,adjective
unfortunate,adjective
uniform,adjective
unique,adjective
universal,adjective
unlawful,adjective
unlike,adjective
unlikely,adjective
unpleasant,adjective
urban,adjective
useful,adjective
useless,adjective
usual,adjective
vacant,adjective
vague,adjective
vain,adjective
valid,adjective
valuable,adjective
varied,adjective
verbal,adjective
vertical,adjective
viable,adjective
vicious,adjective
vigorous,adjective
violent,adjective
visible,adjective
visual,adjective
vocational,adjective
voluntary,adjective
vulnerable,adjective
warm,adjective
weak,adjective
weekly,adjective
welcome,adjective
well,adjective
wet,adjective
white,adjective
whole,adjective
wild,adjective
wise,adjective
written,adjective
wrong,adjective
young,adjective
abbey,noun
ability,noun
abortion,noun
absence,noun
absorption,noun
abuse,noun
academy,noun
accent,noun
acceptance,noun
access,noun
accident,noun
account,noun
accountant,noun
accumulation,noun
achievement,noun
acid,noun
acquaintance,noun
acquisition,noun
act,noun
action,noun
activity,noun
addition,noun
address,noun
administration,noun
administrator,noun
admiration,noun
admission,noun
adoption,noun
adult,noun
advance,noun
advantage,noun
adventure,noun
advertising,noun
advice,noun
adviser,noun
advocate,noun
affair,noun
affinity,noun
afternoon,noun
age,noun
agency,noun
agenda,noun
agent,noun
agony,noun
agreement,noun
agriculture,noun
aid,noun
aids,noun
air,noun
aircraft,noun
airline,noun
airport,noun
aisle,noun
alarm,noun
album,noun
alcohol,noun
allocation,noun
allowance,noun
ally,noun
altar,noun
aluminium,noun
amateur,noun
ambiguity,noun
ambition,noun
ambulance,noun
amendment,noun
analogy,noun
analysis,noun
analyst,noun
angel,noun
anger,noun
angle,noun
animal,noun
ankle,noun
anniversary,noun
announcement,noun
answer,noun
ant,noun
anticipation,noun
anxiety,noun
apathy,noun
apology,noun
apparatus,noun
appeal,noun
appearance,noun
appendix,noun
appetite,noun
apple,noun
applicant,noun
application,noun
appointment,noun
approval,noun
aquarium,noun
arch,noun
architecture,noun
archive,noun
area,noun
arena,noun
argument,noun
arm,noun
armchair,noun
army,noun
arrangement,noun
arrow,noun
art,noun
article,noun
artist,noun
ash,noun
aspect,noun
assault,noun
assembly,noun
assertion,noun
assessment,noun
asset,noun
assignment,noun
association,noun
assumption,noun
assurance,noun
asylum,noun
athlete,noun
atmosphere,noun
atom,noun
attachment,noun
attack,noun
attention,noun
attic,noun
attitude,noun
attraction,noun
auction,noun
audience,noun
auditor,noun
aunt,noun
authority,noun
autonomy,noun
avenue,noun
average,noun
aviation,noun
award,noun
axis,noun
baby,noun
back,noun
background,noun
bacon,noun
bag,noun
bail,noun
balance,noun
balcony,noun
ball,noun
ballet,noun
balloon,noun
ballot,noun
ban,noun
banana,noun
band,noun
bang,noun
bank,noun
bankruptcy,noun
banner,noun
bar,noun
bark,noun
barrel,noun
barrier,noun
base,noun
baseball,noun
basin,noun
basis,noun
basket,noun
basketball,noun
bat,noun
bath,noun
battery,noun
battle,noun
battlefield,noun
bay,noun
beach,noun
beam,noun
bean,noun
bear,noun
beard,noun
beat,noun
bed,noun
bedroom,noun
bee,noun
beef,noun
beer,noun
beginning,noun
behaviour,noun
belief,noun
bell,noun
belly,noun
belt,noun
bench,noun
beneficiary,noun
benefit,noun
berry,noun
bet,noun
bible,noun
bike,noun
bill,noun
bin,noun
biography,noun
biology,noun
bird,noun
birthday,noun
biscuit,noun
bishop,noun
bitch,noun
bite,noun
blackmail,noun
blade,noun
blast,noun
block,noun
blood,noun
bloodshed,noun
blow,noun
blue,noun
blue_jean,noun
board,noun
boat,noun
body,noun
bolt,noun
bomb,noun
bomber,noun
bond,noun
bone,noun
book,noun
boom,noun
boot,noun
border,noun
bottle,noun
bottom,noun
bow,noun
bowel,noun
bowl,noun
box,noun
boy,noun
bracket,noun
brain,noun
brake,noun
branch,noun
brand,noun
bread,noun
break,noun
breakdown,noun
breakfast,noun
breast,noun
breeze,noun
brewery,noun
brick,noun
bride,noun
bridge,noun
broadcast,noun
broccoli,noun
bronze,noun
brother,noun
brush,noun
bubble,noun
bucket,noun
budget,noun
buffet,noun
building,noun
bulb,noun
bullet,noun
bulletin,noun
bundle,noun
bureaucracy,noun
burial,noun
burn,noun
bus,noun
bush,noun
business,noun
businessman,noun
butter,noun
butterfly,noun
button,noun
cabin,noun
cabinet,noun
cable,noun
cafe,noun
cage,noun
cake,noun
calculation,noun
calendar,noun
calf,noun
call,noun
calorie,noun
camera,noun
camp,noun
campaign,noun
cancer,noun
candidate,noun
candle,noun
cane,noun
canvas,noun
cap,noun
capital,noun
capitalism,noun
captain,noun
car,noun
carbon,noun
card,noun
care,noun
career,noun
carpet,noun
carriage,noun
carrier,noun
carrot,noun
cart,noun
case,noun
cash,noun
cassette,noun
cast,noun
castle,noun
casualty,noun
cat,noun
catalogue,noun
catch,noun
category,noun
cathedral,noun
cattle,noun
cause,noun
cave,noun
ceiling,noun
celebration,noun
cell,noun
cellar,noun
cemetery,noun
censorship,noun
census,noun
center,noun
century,noun
cereal,noun
ceremony,noun
certificate,noun
chain,noun
chair,noun
chalk,noun
challenge,noun
champagne,noun
champion,noun
chance,noun
change,noun
channel,noun
chaos,noun
chap,noun
chapter,noun
character,noun
charge,noun
charity,noun
charm,noun
chart,noun
charter,noun
chauvinist,noun
check,noun
cheek,noun
cheese,noun
chemical,noun
chemistry,noun
cheque,noun
cherry,noun
chest,noun
chicken,noun
chief,noun
child,noun
childhood,noun
chimney,noun
chin,noun
chip,noun
chocolate,noun
choice,noun
chord,noun
chorus,noun
church,noun
cigarette,noun
cinema,noun
circle,noun
circulation,noun
circumstance,noun
citizen,noun
city,noun
civilization,noun
claim,noun
clash,noun
class,noun
classroom,noun
clay,noun
clearance,noun
clerk,noun
climate,noun
clinic,noun
clock,noun
clothes,noun
cloud,noun
club,noun
clue,noun
cluster,noun
coach,noun
coal,noun
coalition,noun
coast,noun
coat,noun
code,noun
coffee,noun
coffin,noun
coin,noun
coincidence,noun
collar,noun
colleague,noun
collection,noun
college,noun
colon,noun
colony,noun
colour,noun
column,noun
coma,noun
combination,noun
comedy,noun
comet,noun
comfort,noun
command,noun
comment,noun
commerce,noun
commission,noun
commitment,noun
committee,noun
communication,noun
communist,noun
community,noun
compact,noun
company,noun
comparison,noun
compartment,noun
compensation,noun
competence,noun
competition,noun
compliance,noun
complication,noun
composer,noun
compound,noun
compromise,noun
computer,noun
computing,noun
concentration,noun
concept,noun
conception,noun
concern,noun
concert,noun
concession,noun
conclusion,noun
condition,noun
conductor,noun
conference,noun
confession,noun
confidence,noun
conflict,noun
confrontation,noun
confusion,noun
conglomerate,noun
congress,noun
connection,noun
conscience,noun
consciousness,noun
consensus,noun
conservation,noun
consideration,noun
conspiracy,noun
constellation,noun
constituency,noun
constitution,noun
constraint,noun
consultation,noun
consumer,noun
consumption,noun
contact,noun
contemporary,noun
contempt,noun
contest,noun
context,noun
continuation,noun
contract,noun
contraction,noun
contradiction,noun
contrary,noun
contrast,noun
contribution,noun
control,noun
convenience,noun
convention,noun
conversation,noun
conviction,noun
cook,noun
cooperation,noun
copper,noun
copy,noun
copyright,noun
cord,noun
core,noun
corn,noun
corner,noun
correction,noun
correlation,noun
correspondence,noun
corruption,noun
costume,noun
cottage,noun
cotton,noun
council,noun
counter,noun
country,noun
countryside,noun
coup,noun
couple,noun
courage,noun
course,noun
court,noun
courtesy,noun
cousin,noun
cover,noun
coverage,noun
cow,noun
crack,noun
craft,noun
craftsman,noun
crash,noun
cream,noun
creation,noun
credibility,noun
credit,noun
credit_card,noun
creed,noun
crew,noun
cricket,noun
crime,noun
criminal,noun
crisis,noun
critic,noun
criticism,noun
crop,noun
cross,noun
crossing,noun
crowd,noun
crown,noun
cruelty,noun
crutch,noun
crystal,noun
cucumber,noun
culture,noun
cup,noun
cupboard,noun
currency,noun
curriculum,noun
curtain,noun
curve,noun
cushion,noun
custody,noun
customer,noun
cut,noun
cutting,noun
cycle,noun
cylinder,noun
dairy,noun
damage,noun
danger,noun
date,noun
daughter,noun
day,noun
daylight,noun
deadline,noun
deal,noun
dealer,noun
death,noun
debate,noun
debt,noun
decade,noun
decay,noun
deck,noun
declaration,noun
decoration,noun
decrease,noun
deer,noun
default,noun
defeat,noun
defendant,noun
deficiency,noun
deficit,noun
definition,noun
degree,noun
delay,noun
delegate,noun
delivery,noun
demand,noun
democracy,noun
demonstration,noun
demonstrator,noun
denial,noun
density,noun
dentist,noun
departure,noun
dependence,noun
deposit,noun
depression,noun
deprivation,noun
deputy,noun
descent,noun
desert,noun
design,noun
designer,noun
desire,noun
desk,noun
despair,noun
destruction,noun
detail,noun
detective,noun
detector,noun
development,noun
deviation,noun
diagnosis,noun
diagram,noun
dialect,noun
dialogue,noun
diameter,noun
diamond,noun
dictionary,noun
diet,noun
difference,noun
difficulty,noun
dignity,noun
dilemma,noun
dimension,noun
dinner,noun
diplomat,noun
direction,noun
director,noun
directory,noun
disability,noun
disadvantage,noun
disagreement,noun
disappointment,noun
disaster,noun
discipline,noun
disco,noun
discount,noun
discourse,noun
discovery,noun
discrimination,noun
disease,noun
dish,noun
disk,noun
dismissal,noun
disorder,noun
display,noun
disposition,noun
distance,noun
distortion,noun
distributor,noun
district,noun
disturbance,noun
dividend,noun
division,noun
divorce,noun
doctor,noun
document,noun
dog,noun
doll,noun
dollar,noun
dolphin,noun
dome,noun
domination,noun
donor,noun
door,noun
dose,noun
double,noun
doubt,noun
dough,noun
dozen,noun
draft,noun
dragon,noun
drain,noun
drama,noun
drawer,noun
drawing,noun
dream,noun
dressing,noun
drift,noun
drill,noun
drink,noun
drive,noun
driver,noun
drop,noun
drug,noun
drum,noun
duck,noun
duke,noun
duration,noun
dust,noun
duty,noun
eagle,noun
ear,noun
earthquake,noun
east,noun
echo,noun
economics,noun
economist,noun
economy,noun
edge,noun
edition,noun
education,noun
effect,noun
effort,noun
egg,noun
ego,noun
elbow,noun
election,noun
electorate,noun
electricity,noun
electron,noun
electronics,noun
element,noun
elephant,noun
elite,noun
embarrassment,noun
embassy,noun
embryo,noun
emergency,noun
emotion,noun
emphasis,noun
empire,noun
employee,noun
employer,noun
employment,noun
end,noun
enemy,noun
energy,noun
engagement,noun
engine,noun
engineer,noun
entertainment,noun
enthusiasm,noun
entitlement,noun
entry,noun
envelope,noun
environment,noun
episode,noun
equation,noun
equilibrium,noun
equipment,noun
era,noun
erosion,noun
error,noun
essay,noun
essence,noun
estate,noun
estimate,noun
ethics,noun
europe,noun
evening,noun
evolution,noun
examination,noun
example,noun
excavation,noun
exception,noun
excess,noun
exchange,noun
excitement,noun
excuse,noun
execution,noun
executive,noun
exemption,noun
exercise,noun
exhibition,noun
exile,noun
exit,noun
expansion,noun
expectation,noun
expedition,noun
expenditure,noun
experience,noun
experiment,noun
expert,noun
expertise,noun
explanation,noun
exploration,noun
explosion,noun
exposure,noun
expression,noun
extension,noun
extent,noun
extraterrestrial,noun
extreme,noun
eye,noun
eyebrow,noun
facade,noun
face,noun
facility,noun
fact,noun
factor,noun
factory,noun
failure,noun
fairy,noun
faith,noun
fall,noun
fame,noun
family,noun
fan,noun
fantasy,noun
fare,noun
farm,noun
farmer,noun
fashion,noun
father,noun
fault,noun
favor,noun
favour,noun
favourite,noun
fax,noun
fear,noun
feast,noun
feather,noun
feature,noun
federation,noun
fee,noun
feedback,noun
feeling,noun
feminist,noun
fence,noun
ferry,noun
festival,noun
fever,noun
few,noun
fibre,noun
fiction,noun
field,noun
fig,noun
fight,noun
figure,noun
file,noun
film,noun
filter,noun
final,noun
finance,noun
finger,noun
fire,noun
firefighter,noun
firm,noun
fish,noun
fisherman,noun
fist,noun
fit,noun
fitness,noun
fixture,noun
flag,noun
flash,noun
flavour,noun
fleet,noun
flesh,noun
flight,noun
flock,noun
flood,noun
floor,noun
flour,noun
flower,noun
flu,noun
fluctuation,noun
fluid,noun
fly,noun
fog,noun
fold,noun
folk,noun
folklore,noun
food,noun
fool,noun
foot,noun
football,noun
force,noun
forecast,noun
forehead,noun
foreigner,noun
forest,noun
forestry,noun
fork,noun
form,noun
format,noun
formation,noun
formula,noun
fortune,noun
forum,noun
fossil,noun
foundation,noun
fountain,noun
fox,noun
fraction,noun
fragment,noun
frame,noun
franchise,noun
fraud,noun
freckle,noun
freedom,noun
freight,noun
frequency,noun
freshman,noun
fridge,noun
friend,noun
friendship,noun
frog,noun
front,noun
fruit,noun
frustration,noun
fuel,noun
fun,noun
function,noun
fund,noun
funeral,noun
fur,noun
furniture,noun
fuss,noun
future,noun
galaxy,noun
gallery,noun
gallon,noun
game,noun
gap,noun
garage,noun
garbage,noun
garden,noun
garlic,noun
gas,noun
gate,noun
gear,noun
gene,noun
generation,noun
genius,noun
gentleman,noun
geography,noun
gesture,noun
ghost,noun
giant,noun
gift,noun
girl,noun
glacier,noun
glance,noun
glass,noun
glasses,noun
glimpse,noun
gloom,noun
glory,noun
glove,noun
glow,noun
glue,noun
goal,noun
goalkeeper,noun
goat,noun
god,noun
gold,noun
golf,noun
government,noun
governor,noun
gown,noun
grace,noun
grade,noun
graduate,noun
grain,noun
grammar,noun
grandfather,noun
grandmother,noun
grant,noun
graph,noun
graphics,noun
grass,noun
grave,noun
gravel,noun
gravity,noun
greeting,noun
grief,noun
grimace,noun
grip,noun
ground,noun
grounds,noun
growth,noun
guarantee,noun
guard,noun
guerrilla,noun
guest,noun
guide,noun
guideline,noun
guilt,noun
guitar,noun
gun,noun
gutter,noun
habit,noun
habitat,noun
hair,noun
haircut,noun
half,noun
hall,noun
hallway,noun
halt,noun
ham,noun
hammer,noun
hand,noun
harbour,noun
hardship,noun
hardware,noun
harmony,noun
harvest,noun
hat,noun
hay,noun
head,noun
headline,noun
headquarters,noun
health,noun
heart,noun
heat,noun
heaven,noun
hedge,noun
heel,noun
height,noun
heir,noun
helicopter,noun
hell,noun
helmet,noun
help,noun
hemisphere,noun
hen,noun
herb,noun
herd,noun
hero,noun
heroin,noun
hierarchy,noun
highlight,noun
hill,noun
hip,noun
historian,noun
history,noun
hold,noun
hole,noun
holiday,noun
home,noun
honey,noun
honour,noun
hook,noun
hope,noun
horizon,noun
horn,noun
horoscope,noun
horror,noun
horse,noun
hospital,noun
hospitality,noun
host,noun
hostage,noun
hostility,noun
hotel,noun
hour,noun
house,noun
houseplant,noun
housewife,noun
housing,noun
human_body,noun
humanity,noun
humour,noun
hunter,noun
hunting,noun
husband,noun
hut,noun
hypothesis,noun
ice,noun
ice_cream,noun
idea,noun
ideal,noun
identification,noun
identity,noun
ideology,noun
ignorance,noun
illness,noun
illusion,noun
illustration,noun
image,noun
imagination,noun
immigrant,noun
immigration,noun
impact,noun
implication,noun
import,noun
importance,noun
improvement,noun
impulse,noun
incentive,noun
inch,noun
incident,noun
income,noun
increase,noun
index,noun
indication,noun
individual,noun
industry,noun
infection,noun
inflation,noun
influence,noun
information,noun
infrastructure,noun
ingredient,noun
inhabitant,noun
inhibition,noun
initial,noun
initiative,noun
injection,noun
injury,noun
inn,noun
innovation,noun
inquest,noun
insect,noun
inside,noun
insider,noun
insight,noun
insistence,noun
inspector,noun
inspiration,noun
instinct,noun
institution,noun
instruction,noun
instrument,noun
insurance,noun
integration,noun
integrity,noun
intelligence,noun
intention,noun
interaction,noun
interest,noun
interface,noun
interference,noun
intervention,noun
interview,noun
introduction,noun
invasion,noun
investigation,noun
investigator,noun
investment,noun
invitation,noun
iron,noun
irony,noun
island,noun
isolation,noun
issue,noun
item,noun
ivory,noun
jacket,noun
jam,noun
jar,noun
jaw,noun
jazz,noun
jelly,noun
jet,noun
jewel,noun
job,noun
jockey,noun
joke,noun
journal,noun
joy,noun
judge,noun
judgment,noun
juice,noun
jump,noun
junction,noun
jungle,noun
jurisdiction,noun
jury,noun
justice,noun
justification,noun
kettle,noun
key,noun
kick,noun
kid,noun
kidney,noun
killer,noun
king,noun
kingdom,noun
kinship,noun
kit,noun
kitchen,noun
kite,noun
knee,noun
knife,noun
knot,noun
knowledge,noun
koran,noun
label,noun
laboratory,noun
labour,noun
labourer,noun
lace,noun
lack,noun
ladder,noun
lady,noun
lake,noun
lamb,noun
lamp,noun
land,noun
landlord,noun
landowner,noun
landscape,noun
lane,noun
language,noun
lap,noun
laser,noun
laundry,noun
law,noun
lawn,noun
lawyer,noun
layer,noun
layout,noun
lead,noun
leader,noun
leadership,noun
leaf,noun
leaflet,noun
lease,noun
leather,noun
leave,noun
lecture,noun
leftovers,noun
leg,noun
legend,noun
legislation,noun
legislature,noun
leisure,noun
lemon,noun
length,noun
lesson,noun
letter,noun
level,noun
liability,noun
liberty,noun
library,noun
licence,noun
lid,noun
lie,noun
life,noun
life_style,noun
lift,noun
lily,noun
limb,noun
limit,noun
limitation,noun
line,noun
linen,noun
link,noun
lion,noun
lip,noun
list,noun
literacy,noun
literature,noun
litigation,noun
liver,noun
load,noun
loan,noun
lobby,noun
location,noun
lock,noun
log,noun
logic,noun
look,noun
loop,noun
loss,noun
lot,noun
lounge,noun
love,noun
lover,noun
loyalty,noun
lump,noun
lunch,noun
lung,noun
machine,noun
machinery,noun
magazine,noun
magnitude,noun
maid,noun
mail,noun
mainstream,noun
maintenance,noun
majority,noun
makeup,noun
man,noun
management,noun
manager,noun
manner,noun
manufacture,noun
manufacturer,noun
manuscript,noun
map,noun
marathon,noun
marble,noun
march,noun
margin,noun
mark,noun
market,noun
marketing,noun
marriage,noun
mars,noun
marsh,noun
mask,noun
mass,noun
master,noun
match,noun
material,noun
mathematics,noun
matrix,noun
matter,noun
mayor,noun
maze,noun
meadow,noun
meal,noun
meaning,noun
means,noun
measure,noun
meat,noun
mechanism,noun
medal,noun
medicine,noun
medium,noun
meeting,noun
member,noun
membership,noun
memorandum,noun
memorial,noun
memory,noun
menu,noun
merchant,noun
mercy,noun
merit,noun
message,noun
metal,noun
method,noun
methodology,noun
microphone,noun
middle,noun
midnight,noun
migration,noun
mile,noun
milk,noun
mill,noun
mind,noun
mine,noun
miner,noun
mineral,noun
minister,noun
ministry,noun
minority,noun
minute,noun
miracle,noun
mirror,noun
miscarriage,noun
misery,noun
missile,noun
mist,noun
mixture,noun
model,noun
module,noun
mole,noun
molecule,noun
moment,noun
momentum,noun
monarch,noun
monarchy,noun
monastery,noun
money,noun
monk,noun
monkey,noun
monopoly,noun
monster,noun
month,noun
mood,noun
moon,noun
morale,noun
morning,noun
morsel,noun
mortgage,noun
mosaic,noun
mosque,noun
mosquito,noun
mother,noun
motif,noun
motivation,noun
motorist,noun
motorway,noun
mould,noun
mountain,noun
mourning,noun
mouse,noun
mouth,noun
move,noun
movement,noun
mud,noun
mug,noun
multimedia,noun
murder,noun
muscle,noun
museum,noun
mushroom,noun
music,noun
musician,noun
mutation,noun
myth,noun
nail,noun
name,noun
nationalism,noun
nationalist,noun
nationality,noun
nature,noun
navy,noun
neck,noun
need,noun
needle,noun
neglect,noun
negligence,noun
negotiation,noun
neighbour,noun
neighbourhood,noun
nephew,noun
nerve,noun
nest,noun
net,noun
network,noun
newcomer,noun
news,noun
night,noun
nightmare,noun
node,noun
noise,noun
nomination,noun
